Artist,Title,Level,Color,Instrument,Style,Season,CardNo,Release,Playlist,Icon,Source,BPM,Key,Illustrator,Notes,ArtHash,CardHash
Sam Hunt,House Party,2,Lead,Vocals,"Country, Pop",S01,C288,2018-01-16,Moonlight,,Discover Pack,104,Eb Major,Justin Santora,,bfdc0a10646c70e195e0aaed9bf92ae5,
Poison,Every Rose Has Its Thorn,3,Lead,Vocals,Rock,S01,C289,2018-01-16,Moonlight,,Discover Pack,82,Gb Major,Michael Byzewski,,8886f8d8b51b29bbc9491ce60048ac19,
Some Lover,"Days Ahead, Days Behind",1,Loop,Keys,"Country, Rock",S01,C290,2018-01-16,Moonlight,,Discover Pack,124,C Major,Chris Koehler,,239f17832e7fb246db5d32b446a789e4,
Zac Brown Band,Homegrown,2,Loop,Strings,Country,S01,C291,2018-01-16,Moonlight,,Discover Pack,105,Gb Major,Charlie Wagers,,37ef0f03a03aefff3ac08c8180b0f1e8,
Poison,Every Rose Has Its Thorn,3,Loop,Guitar,Rock,S01,C292,2018-01-16,Moonlight,,Discover Pack,82,Gb Major,Michael Byzewski,,105b064285a343d47fffbc680f4bfb2a,
Boot Steel,Rowdier The Better,1,Beat,Drums,"Country, Pop",S01,C293,2018-01-16,Moonlight,,Discover Pack,99,n/a,Eric Nyffeler,,eaa75751416149290f8c5e8402222135,
Connecticut River Boys,Must Be Nice,2,Beat,Drums,Country,S01,C294,2018-01-16,Moonlight,,Discover Pack,120,n/a,Andrew Vastagh,,807c6be793011208d8cdf5fb7c65d7df,
Big & Rich,Save A Horse (Ride A Cowboy),3,Beat,Drums,Country,S01,C295,2018-01-16,Moonlight,,Discover Pack,102,n/a,Adam Hill,,78f1dad5cd8e6986af3d90f72d8a14d4,
Some Lover,"Days Ahead, Days Behind",1,Bass,Guitar,"Country, Rock",S01,C296,2018-01-16,Moonlight,,Discover Pack,124,C Major,Chris Koehler,,8aab92c7edb81bf4e6e704b19975c815,
Big & Rich,Save A Horse (Ride A Cowboy),2,Bass,Guitar,Country,S01,C297,2018-01-16,Moonlight,,Discover Pack,102,E Major,Adam Hill,,451118f040ffad93865c7c01591a5f9e,
Zac Brown Band,Homegrown,3,Bass,Guitar,Country,S01,C298,2018-01-16,Moonlight,,Discover Pack,105,Gb Major,Charlie Wagers,,2669e25e620955831ecad4a159e516e0,
FX,Team of Horses,2,White,FX,Country,S01,C299,2018-01-16,Moonlight,,Discover Pack,120,n/a,Anthony Petrie,Play an extra Blue card,69bbfbfa49f1e50d904d8073bde7a96d,
FX,Conspiracy of Ravens,3,White,FX,Country,S01,C300,2018-01-16,Moonlight,,Discover Pack,100,n/a,Anthony Petrie,Clear opponent Green card,d915c95af66fc6e38dd28a7d66b79a69,
Beethoven,5th Symphony,3,Lead,Strings,Classical,S01,C301,2017-09-24,Baffler,,Playlist Pack,96,C Minor,Leslie Herman,Hidden card included in the Derby playlist pack,64c2c8740bd79769eb4e119b3c876665,
Harmonix Music,Doctor Who Theme,3,Lead,Keys,Soundtrack,S01,C302,2017-09-24,Baffler,,Playlist Pack,139,E Minor,DKNG Studios LLC,Hidden card included in the Astro playlist pack,0e9feebcdabe3c2c36f525501b528324,
Harmonix Music,Baker Street,3,Lead,Horns,?,S01,C303,2018,Baffler,,Playlist Pack,113,D Minor,Shawn Witt,Hidden card included in the Chiller playlist pack,23f93cced698526cb822fadb75c9e780,
LEN,Steal My Sunshine,3,Lead,Vocals,"Rock, Hip-Hop/Rap",S01,C304,2017-09-24,Baffler,,Playlist Pack,96,E Major,Justin Froning,Hidden card included in the Ouroboros playlist pack,8954fc4a05eba671c523c196efd0c17f,
Connecticut River Boys,Didgeridoo Stomp,3,Loop,Sampler,Country,S01,C305,2018-01-24,Baffler,,Playlist Pack,120,Bb Major,Anne Szabla,Hidden card included in the Lucky playlist pack,9930992c8b04919cfc466ded885715dd,
Harmonix Music,Wipe Out,3,Loop,Guitar,Rock,S01,C306,2017-11-30,Baffler,,Playlist Pack,150,B Major,Lauren Saint Onge,Hidden card included in the Flawless playlist pack,d5ce23c0d86804aec2935bc17686fd4f,
Davis Franklin,Beat Boxer,3,Beat,Vocals,Hip-Hop/Rap,S01,C307,2017-09-24,Baffler,,Playlist Pack,130,n/a,Jeff Lowry,Hidden card included in the Mirrors playlist pack,02e1c201db393eb2f5d81e1bb8096c6f,
Bach,Cello Suite No. 1 in G Major,3,Bass,Strings,Classical,S01,C308,2017-12-04,Baffler,,Playlist Pack,100,G Major,Anne Szabla,Hidden card included in the Bomb playlist pack,24447377d4c7ea956899d0b082e9ef00,
